#fmp-capture-log,1
#device,label=xiaomi-wm,platform=android,model=Redmi Note 12,os=14,app_build=3,utc_offset_min=330
kind,ran_at,fix_at,accuracy_m,source,battery_pct,charging,power_save,permission,mode,event
S,1758109440000,1758109427524,41.7,current,77,0,0,background,wm,
S,1758110460000,1758110451553,19.0,current,77,0,0,background,wm,
S,1758111360000,1758111356732,6.2,current,76,0,0,background,wm,
S,1758112260000,1758110280000,54.9,last_known,76,0,0,background,wm,
S,1758113280000,1758113268715,45.0,current,75,0,0,background,wm,
S,1758114900000,1758114898052,48.8,current,74,0,0,background,wm,
S,1758116520000,1758116514390,47.0,current,73,0,0,background,wm,
S,1758117420000,,,none,73,0,0,background,wm,
S,1758118380000,1758118369393,51.0,current,72,0,0,background,wm,
S,1758119280000,1758119263516,24.1,current,72,0,1,background,wm,
S,1758120480000,1758120475451,41.5,current,71,0,0,background,wm,
S,1758121680000,1758121677562,27.2,current,71,0,0,background,wm,
S,1758122580000,1758122574221,6.2,current,70,0,0,background,wm,
S,1758123780000,1758122400000,51.3,last_known,69,0,0,background,wm,
S,1758124740000,1758124724655,40.6,current,69,0,1,background,wm,
S,1758126360000,1758126347191,10.7,current,68,0,0,background,wm,
S,1758127320000,1758124260000,35.7,last_known,67,0,0,background,wm,
S,1758128220000,1758128204608,42.2,current,67,0,0,background,wm,
S,1758129240000,1758129228299,9.0,current,66,0,0,background,wm,
S,1758130260000,1758130240444,12.9,current,73,1,0,background,wm,
S,1758131160000,1758131156447,19.9,current,80,1,0,background,wm,
S,1758132360000,1758132348404,40.6,current,88,1,0,background,wm,
S,1758133980000,,,none,99,1,0,background,wm,
S,1758135600000,1758135596407,40.9,current,100,1,0,background,wm,
S,1758136800000,1758136787135,42.7,current,100,1,0,background,wm,
S,1758137820000,1758137807855,241.3,current,100,1,0,background,wm,
S,1758139020000,1758139007032,24.8,current,100,1,0,background,wm,
S,1758140040000,1758140031960,9.9,current,100,1,0,background,wm,
S,1758141000000,1758140980631,17.4,current,100,1,0,background,wm,
S,1758142200000,1758142188623,41.0,current,100,1,0,background,wm,
S,1758143100000,1758143086082,50.0,current,100,1,0,background,wm,
S,1758144300000,1758144284184,58.2,current,100,1,0,background,wm,
S,1758145320000,1758133740000,59.4,last_known,100,1,0,background,wm,
S,1758146220000,1758146207778,40.6,current,100,1,0,background,wm,
S,1758147420000,,,none,100,1,0,background,wm,
S,1758148320000,1758148310394,42.7,current,100,1,0,background,wm,
S,1758149280000,1758149279018,21.4,current,100,1,0,background,wm,
S,1758150300000,1758150283815,30.9,current,100,1,0,background,wm,
S,1758151200000,1758151187532,14.7,current,100,1,0,background,wm,
S,1758152400000,1758152391057,7.8,current,100,1,0,background,wm,
S,1758153360000,1758153346491,14.3,current,100,1,0,background,wm,
E,1758153900000,,,,,,,,,export_tapped
