#fmp-capture-log,1
#device,label=oneplus-fgs,platform=android,model=OnePlus 11,os=14,app_build=3,utc_offset_min=330
kind,ran_at,fix_at,accuracy_m,source,battery_pct,charging,power_save,permission,mode,event
S,1757943900000,1757943898863,49.9,updates,38,0,0,background,fgs,
S,1757944500000,1757944487618,53.4,updates,38,0,0,background,fgs,
S,1757945100000,1757945095699,19.8,updates,37,0,0,background,fgs,
S,1757945760000,1757945741897,54.3,updates,37,0,0,background,fgs,
S,1757946360000,1757946352358,35.7,updates,36,0,0,background,fgs,
S,1757946960000,1757946940927,36.7,updates,36,0,0,background,fgs,
S,1757947560000,1757947542486,54.0,updates,35,0,0,background,fgs,
S,1757948220000,1757948217951,57.3,updates,35,0,0,background,fgs,
S,1757948820000,1757948807137,16.8,updates,34,0,0,background,fgs,
S,1757949480000,1757949462450,23.3,updates,34,0,0,background,fgs,
S,1757950140000,1757950137940,20.3,updates,33,0,0,background,fgs,
S,1757950740000,1757950720232,25.6,updates,33,0,0,background,fgs,
S,1757951340000,1757951336197,37.4,updates,32,0,0,background,fgs,
S,1757951940000,1757951925372,11.4,updates,32,0,0,background,fgs,
S,1757952600000,1757952590150,20.7,updates,31,0,0,background,fgs,
S,1757953200000,1757953187173,19.5,updates,31,0,0,background,fgs,
S,1757953800000,1757953788402,10.7,updates,30,0,0,background,fgs,
S,1757954460000,1757954453771,16.0,updates,29,0,0,background,fgs,
S,1757955060000,1757955046646,19.6,updates,29,0,0,background,fgs,
S,1757955660000,1757955640086,44.5,updates,28,0,0,background,fgs,
S,1757956260000,1757956255480,54.4,updates,28,0,1,background,fgs,
S,1757956860000,1757956843890,57.6,updates,27,0,0,background,fgs,
S,1757957520000,1757957512321,55.2,updates,32,1,1,background,fgs,
S,1757958120000,1757958117887,41.1,updates,36,1,0,background,fgs,
S,1757958720000,1757958718693,392.7,updates,40,1,0,background,fgs,
S,1757959380000,1757959371861,7.3,updates,45,1,0,background,fgs,
S,1757959980000,1757959976683,26.0,updates,49,1,0,background,fgs,
S,1757960640000,1757960623370,37.6,updates,54,1,0,background,fgs,
S,1757961240000,1757961234209,12.8,updates,58,1,0,background,fgs,
S,1757961900000,1757961891134,35.3,updates,62,1,0,background,fgs,
S,1757962560000,1757962548624,57.0,updates,67,1,0,background,fgs,
S,1757963160000,1757963141943,44.3,updates,71,1,1,background,fgs,
S,1757963760000,1757963743419,37.0,updates,75,1,0,background,fgs,
S,1757964360000,1757964355395,12.0,updates,80,1,0,background,fgs,
S,1757965020000,1757965000451,37.5,updates,84,1,0,background,fgs,
S,1757965620000,1757965617847,10.7,updates,88,1,0,background,fgs,
S,1757966220000,1757966203857,22.7,updates,92,1,0,background,fgs,
S,1757966820000,1757966815307,22.4,updates,97,1,0,background,fgs,
S,1757967420000,1757967409942,31.7,updates,100,1,0,background,fgs,
S,1757968020000,1757968011991,43.7,updates,100,1,0,background,fgs,
S,1757968680000,1757968664144,21.3,updates,100,1,1,background,fgs,
S,1757969340000,1757969334239,53.1,updates,100,1,0,background,fgs,
S,1757969940000,1757969929845,27.3,updates,100,1,0,background,fgs,
S,1757970540000,1757970539590,9.5,updates,100,1,0,background,fgs,
S,1757971200000,1757971193679,32.9,updates,100,1,0,background,fgs,
S,1757971860000,1757971842904,38.5,updates,100,1,0,background,fgs,
S,1757972460000,1757972447334,43.8,updates,100,1,0,background,fgs,
S,1757973060000,1757973043390,37.0,updates,100,1,0,background,fgs,
S,1757973660000,1757973657219,25.9,updates,100,1,0,background,fgs,
S,1757974260000,1757974253815,36.9,updates,100,1,0,background,fgs,
S,1757974860000,1757974854039,40.8,updates,100,1,0,background,fgs,
S,1757975460000,1757975452846,41.5,updates,100,1,0,background,fgs,
S,1757976060000,1757976046021,181.8,updates,100,1,0,background,fgs,
S,1757976660000,1757976657737,24.7,updates,100,1,0,background,fgs,
S,1757977260000,1757977256349,6.2,updates,100,1,0,background,fgs,
S,1757977860000,1757977841540,27.9,updates,100,1,0,background,fgs,
S,1757978460000,1757978444981,49.5,updates,100,1,0,background,fgs,
S,1757979060000,1757979046945,21.4,updates,100,1,0,background,fgs,
S,1757979720000,1757979710666,59.9,updates,100,1,0,background,fgs,
S,1757980320000,1757980306059,20.5,updates,100,1,0,background,fgs,
S,1757980980000,1757980960011,53.3,updates,100,1,0,background,fgs,
S,1757981580000,1757978640000,34.9,last_known,100,1,0,background,fgs,
S,1757982180000,1757982168090,52.7,updates,100,1,0,background,fgs,
S,1757982780000,1757982766179,37.1,updates,100,1,0,background,fgs,
S,1757983380000,1757983366292,27.2,updates,100,1,0,background,fgs,
S,1757983980000,1757983961547,37.8,updates,100,1,0,background,fgs,
S,1757984580000,1757984569319,57.2,updates,99,0,0,background,fgs,
S,1757985180000,1757985163094,25.4,updates,99,0,0,background,fgs,
S,1757985840000,1757985821108,25.8,updates,98,0,0,background,fgs,
S,1757986440000,1757986425003,22.3,updates,97,0,0,background,fgs,
S,1757987100000,1757987089444,26.0,updates,97,0,0,background,fgs,
S,1757987760000,1757987758844,148.7,updates,96,0,1,background,fgs,
S,1757988360000,1757988341562,27.2,updates,96,0,0,background,fgs,
S,1757988960000,1757988950911,34.8,updates,95,0,0,background,fgs,
S,1757989560000,1757989548951,9.1,updates,95,0,0,background,fgs,
S,1757990220000,1757990200702,5.0,updates,94,0,1,background,fgs,
S,1757990880000,1757990862793,5.5,updates,94,0,0,background,fgs,
S,1757991540000,1757991520065,49.6,updates,93,0,0,background,fgs,
S,1757992140000,1757992122889,46.3,updates,93,0,0,background,fgs,
S,1757992740000,1757992723955,21.2,updates,92,0,0,background,fgs,
S,1757993340000,1757993322936,52.8,updates,92,0,0,background,fgs,
S,1757993940000,1757993931898,46.9,updates,91,0,0,background,fgs,
S,1757994600000,1757994590747,42.0,updates,91,0,0,background,fgs,
S,1757995200000,1757995199088,38.5,updates,90,0,0,background,fgs,
S,1757995800000,1757995789835,31.1,updates,90,0,0,background,fgs,
S,1757996400000,1757996395027,11.0,updates,89,0,0,background,fgs,
S,1757997000000,1757996990841,35.9,updates,89,0,0,background,fgs,
S,1757997600000,1757997581215,12.7,updates,88,0,0,background,fgs,
S,1757998260000,1757998248162,18.9,updates,88,0,0,background,fgs,
S,1757998860000,1757998854898,32.1,updates,87,0,0,background,fgs,
S,1757999460000,1757999450567,34.9,updates,87,0,1,background,fgs,
S,1758000060000,1758000045313,44.7,updates,86,0,0,background,fgs,
S,1758000720000,1758000718389,8.5,updates,86,0,0,background,fgs,
S,1758001320000,1758001306638,36.5,updates,85,0,0,background,fgs,
S,1758001920000,1758001906631,38.6,updates,85,0,0,background,fgs,
S,1758002520000,1758002518492,32.5,updates,84,0,0,background,fgs,
S,1758003120000,1758003114884,20.9,updates,84,0,0,background,fgs,
S,1758003720000,1758003703640,14.7,updates,83,0,0,background,fgs,
S,1758004320000,1758004318478,33.5,updates,83,0,0,background,fgs,
S,1758004920000,1758004902391,31.3,updates,82,0,0,background,fgs,
S,1758005520000,1758005502228,33.5,updates,82,0,0,background,fgs,
S,1758006120000,1758006119672,42.4,updates,81,0,1,background,fgs,
S,1758006720000,1758006713663,27.4,updates,81,0,0,background,fgs,
S,1758007380000,1758007361396,10.4,updates,80,0,0,background,fgs,
S,1758008040000,1758008031967,5.3,updates,79,0,0,background,fgs,
S,1758008640000,1758008626894,57.8,updates,79,0,0,background,fgs,
S,1758009300000,1758009285543,35.4,updates,78,0,0,background,fgs,
S,1758009900000,1758009894637,14.8,updates,78,0,0,background,fgs,
S,1758010500000,1758010484611,40.9,updates,77,0,0,background,fgs,
S,1758011160000,1758011152701,54.7,updates,77,0,0,background,fgs,
S,1758011760000,1758011743639,54.5,updates,76,0,0,background,fgs,
S,1758012360000,1758012346412,38.0,updates,76,0,0,background,fgs,
S,1758012960000,1758012945410,16.0,updates,75,0,0,background,fgs,
S,1758013560000,1758013545101,35.3,updates,75,0,0,background,fgs,
S,1758014160000,1758014140791,20.4,updates,74,0,1,background,fgs,
S,1758014760000,1758014755840,16.6,updates,74,0,0,background,fgs,
S,1758015360000,1758015357005,39.2,updates,73,0,1,background,fgs,
S,1758015960000,1758015940676,39.0,updates,73,0,0,background,fgs,
S,1758016560000,1758016546116,54.2,updates,72,0,0,background,fgs,
S,1758017160000,1758017154072,8.5,updates,72,0,1,background,fgs,
S,1758017760000,1758017740029,24.2,updates,71,0,0,background,fgs,
S,1758018360000,1758018344703,10.6,updates,71,0,0,background,fgs,
S,1758019020000,1758019012172,32.7,updates,70,0,0,background,fgs,
S,1758019620000,1758019601260,19.9,updates,70,0,0,background,fgs,
S,1758020220000,1758020214986,22.9,updates,69,0,0,background,fgs,
S,1758020820000,1758020800478,15.0,updates,69,0,0,background,fgs,
S,1758021480000,1758021473028,13.1,updates,68,0,0,background,fgs,
S,1758022080000,1758022071878,46.7,updates,68,0,0,background,fgs,
S,1758022680000,1758022674959,471.9,updates,67,0,1,background,fgs,
S,1758023280000,1758023277265,45.7,updates,67,0,0,background,fgs,
S,1758023940000,1758023926091,30.5,updates,66,0,0,background,fgs,
S,1758024540000,1758024536242,41.2,updates,66,0,0,background,fgs,
S,1758025140000,1758025126804,36.3,updates,65,0,0,background,fgs,
S,1758025740000,1758025724782,37.3,updates,65,0,0,background,fgs,
S,1758026400000,1758026389523,31.8,updates,64,0,0,background,fgs,
S,1758027060000,1758027052000,26.6,updates,64,0,0,background,fgs,
S,1758027720000,1758027717182,50.4,updates,63,0,0,background,fgs,
S,1758028320000,1758028311527,9.5,updates,63,0,0,background,fgs,
S,1758028920000,,,none,62,0,0,background,fgs,
S,1758029580000,1758029566370,54.3,updates,62,0,0,background,fgs,
S,1758030180000,1758030160127,5.5,updates,61,0,0,background,fgs,
S,1758030840000,1758030825489,18.0,updates,60,0,0,background,fgs,
S,1758031440000,1758031432727,5.5,updates,60,0,1,background,fgs,
S,1758032040000,1758032033319,57.3,updates,59,0,0,background,fgs,
S,1758032700000,1758032693115,55.9,updates,59,0,0,background,fgs,
S,1758033300000,1758033297290,33.6,updates,58,0,0,background,fgs,
S,1758033960000,1758033958209,24.2,updates,58,0,0,background,fgs,
S,1758034560000,1758034540499,35.7,updates,57,0,0,background,fgs,
S,1758035220000,1758035202759,47.3,updates,57,0,0,background,fgs,
S,1758035820000,1758035814150,40.7,updates,56,0,0,background,fgs,
S,1758036480000,1758036477854,37.5,updates,56,0,0,background,fgs,
S,1758037140000,,,none,55,0,0,background,fgs,
S,1758037740000,1758037721404,55.6,updates,55,0,1,background,fgs,
S,1758038340000,1758038339505,18.9,updates,54,0,0,background,fgs,
S,1758038940000,1758038930100,32.5,updates,54,0,0,background,fgs,
S,1758039540000,1758039538598,31.2,updates,53,0,0,background,fgs,
S,1758040140000,1758040126688,40.0,updates,53,0,1,background,fgs,
S,1758040740000,1758040725930,14.8,updates,52,0,0,background,fgs,
S,1758041340000,1758041333441,191.4,updates,52,0,0,background,fgs,
S,1758041940000,1758041920767,38.6,updates,51,0,0,background,fgs,
S,1758042540000,1758042528814,43.2,updates,51,0,1,background,fgs,
S,1758043200000,1758043188475,5.4,updates,50,0,0,background,fgs,
S,1758043860000,1758043859489,29.7,updates,55,1,0,background,fgs,
S,1758044460000,1758044445712,19.0,updates,59,1,0,background,fgs,
S,1758045060000,1758045042983,59.9,updates,63,1,0,background,fgs,
S,1758045660000,1758045644635,15.4,updates,67,1,0,background,fgs,
S,1758046260000,1758046240738,36.4,updates,71,1,0,background,fgs,
S,1758046860000,1758046852033,55.4,updates,76,1,0,background,fgs,
S,1758047460000,1758047456485,18.6,updates,80,1,0,background,fgs,
S,1758048120000,1758048117260,24.7,updates,84,1,0,background,fgs,
S,1758048720000,1758048715639,6.8,updates,88,1,0,background,fgs,
S,1758049320000,1758049303431,331.6,updates,93,1,0,background,fgs,
S,1758049980000,1758049966951,54.8,updates,97,1,1,background,fgs,
S,1758050640000,1758050620592,59.5,updates,100,1,0,background,fgs,
S,1758051240000,1758051229871,8.3,updates,100,1,0,background,fgs,
S,1758051840000,1758051820196,52.9,updates,100,1,0,background,fgs,
S,1758052500000,1758052486770,28.5,updates,100,1,0,background,fgs,
S,1758053100000,1758053082264,51.9,updates,100,1,1,background,fgs,
S,1758053700000,1758053692990,31.6,updates,100,1,0,background,fgs,
S,1758054300000,1758054291639,57.5,updates,100,1,0,background,fgs,
S,1758054900000,1758054890441,50.2,updates,100,1,0,background,fgs,
S,1758055500000,1758055485070,300.2,updates,100,1,1,background,fgs,
S,1758056100000,1758056091346,15.6,updates,100,1,0,background,fgs,
S,1758056700000,1758056689294,50.8,updates,100,1,0,background,fgs,
S,1758057300000,1758057288217,21.1,updates,100,1,0,background,fgs,
S,1758057900000,1758057881369,10.9,updates,100,1,0,background,fgs,
S,1758058500000,1758058496604,16.0,updates,100,1,0,background,fgs,
S,1758059100000,1758059099790,42.1,updates,100,1,0,background,fgs,
S,1758059700000,1758059683818,34.9,updates,100,1,0,background,fgs,
S,1758060300000,1758060282575,38.7,updates,100,1,0,background,fgs,
S,1758060900000,1758060884735,37.1,updates,100,1,0,background,fgs,
S,1758061500000,1758061495527,18.3,updates,100,1,1,background,fgs,
S,1758062160000,1758062158111,19.7,updates,100,1,0,background,fgs,
S,1758062760000,1758062743411,42.6,updates,100,1,0,background,fgs,
S,1758063360000,1758063347059,51.4,updates,100,1,1,background,fgs,
S,1758063960000,1758063949533,9.6,updates,100,1,0,background,fgs,
S,1758064560000,1758064552272,42.1,updates,100,1,0,background,fgs,
S,1758065160000,1758065145070,10.5,updates,100,1,0,background,fgs,
S,1758065760000,1758065757922,20.9,updates,100,1,0,background,fgs,
S,1758066360000,1758066359469,8.3,updates,100,1,0,background,fgs,
S,1758066960000,1758066950760,11.5,updates,100,1,0,background,fgs,
S,1758067620000,1758067603957,8.3,updates,100,1,0,background,fgs,
S,1758068220000,1758068215153,41.1,updates,100,1,0,background,fgs,
S,1758068820000,1758068811141,256.6,updates,100,1,0,background,fgs,
S,1758069480000,1758067860000,51.0,last_known,100,1,0,background,fgs,
S,1758070080000,1758070062775,24.4,updates,100,1,0,background,fgs,
S,1758070740000,1758070732802,36.6,updates,100,1,1,background,fgs,
S,1758071340000,1758071323581,34.8,updates,99,0,0,background,fgs,
S,1758071940000,1758071924605,29.9,updates,99,0,0,background,fgs,
S,1758072540000,1758072525655,36.2,updates,98,0,0,background,fgs,
S,1758073140000,1758073131504,5.1,updates,98,0,0,background,fgs,
S,1758073740000,1758073731667,9.8,updates,97,0,0,background,fgs,
S,1758074340000,1758074321937,48.4,updates,97,0,0,background,fgs,
S,1758074940000,1758074934778,35.1,updates,96,0,0,background,fgs,
S,1758075600000,1758075596172,53.0,updates,95,0,1,background,fgs,
S,1758076200000,,,none,95,0,0,background,fgs,
S,1758076800000,1758076790453,38.0,updates,94,0,0,background,fgs,
S,1758077400000,1758077385390,31.8,updates,94,0,0,background,fgs,
S,1758078000000,1758077984385,58.0,updates,93,0,0,background,fgs,
S,1758078660000,1758078651333,301.0,updates,93,0,0,background,fgs,
S,1758079320000,1758079310882,39.5,updates,92,0,0,background,fgs,
S,1758079920000,1758079909724,14.3,updates,92,0,0,background,fgs,
S,1758080520000,1758080500505,49.6,updates,91,0,0,background,fgs,
S,1758081120000,1758081112503,34.6,updates,91,0,0,background,fgs,
S,1758081780000,1758081760846,59.5,updates,90,0,0,background,fgs,
S,1758082380000,1758082376283,35.4,updates,90,0,0,background,fgs,
S,1758083040000,1758083022117,38.6,updates,89,0,0,background,fgs,
S,1758083640000,1758083633674,55.9,updates,89,0,0,background,fgs,
S,1758084240000,1758084230783,45.1,updates,88,0,0,background,fgs,
S,1758084840000,1758084823429,31.4,updates,88,0,0,background,fgs,
S,1758085440000,1758085428103,58.8,updates,87,0,0,background,fgs,
S,1758086100000,1758086097261,15.9,updates,87,0,0,background,fgs,
S,1758086700000,1758086696557,58.2,updates,86,0,0,background,fgs,
S,1758087300000,1758087294325,28.7,updates,86,0,0,background,fgs,
S,1758087900000,1758087890827,39.0,updates,85,0,0,background,fgs,
S,1758088500000,1758088485134,28.4,updates,85,0,0,background,fgs,
S,1758089100000,1758089098773,37.3,updates,84,0,0,background,fgs,
S,1758089700000,1758089691947,41.3,updates,84,0,0,background,fgs,
S,1758090360000,1758090344637,28.3,updates,83,0,0,background,fgs,
S,1758090960000,1758090945472,42.2,updates,83,0,1,background,fgs,
S,1758091560000,1758091544773,26.3,updates,82,0,1,background,fgs,
S,1758092220000,1758092209604,50.2,updates,82,0,0,background,fgs,
S,1758092820000,1758092803828,26.3,updates,81,0,0,background,fgs,
S,1758093480000,1758093477652,41.6,updates,81,0,0,background,fgs,
S,1758094080000,1758094060596,27.4,updates,80,0,0,background,fgs,
S,1758094740000,1758094725494,8.5,updates,80,0,0,background,fgs,
S,1758095340000,1758095322734,25.0,updates,79,0,0,background,fgs,
S,1758095940000,1758095935238,29.0,updates,79,0,0,background,fgs,
S,1758096540000,1758096535370,11.9,updates,78,0,0,background,fgs,
S,1758097140000,1758097131913,230.5,updates,78,0,0,background,fgs,
S,1758097800000,1758097791860,32.1,updates,77,0,0,background,fgs,
S,1758098460000,1758098455041,21.2,updates,76,0,1,background,fgs,
S,1758099060000,1758099044801,28.7,updates,76,0,0,background,fgs,
S,1758099720000,1758099702425,48.9,updates,75,0,0,background,fgs,
S,1758100320000,1758100319162,8.4,updates,75,0,0,background,fgs,
S,1758100920000,1758100912741,54.6,updates,74,0,0,background,fgs,
S,1758101580000,1758101567027,8.2,updates,74,0,0,background,fgs,
S,1758102240000,1758102234071,12.4,updates,73,0,0,background,fgs,
S,1758102840000,1758102838846,51.7,updates,73,0,0,background,fgs,
S,1758103500000,1758103481655,39.8,updates,72,0,0,background,fgs,
S,1758104100000,1758104095541,7.8,updates,72,0,0,background,fgs,
S,1758104700000,1758104699225,38.5,updates,71,0,0,background,fgs,
S,1758105300000,1758105286699,20.2,updates,71,0,0,background,fgs,
S,1758105900000,1758105895881,37.5,updates,70,0,0,background,fgs,
S,1758106560000,1758106556729,29.8,updates,70,0,0,background,fgs,
S,1758107160000,1758107157277,49.4,updates,69,0,0,background,fgs,
S,1758107820000,1758107805927,32.3,updates,69,0,0,background,fgs,
S,1758108420000,1758108402398,37.7,updates,68,0,0,background,fgs,
S,1758109020000,1758109003604,48.0,updates,68,0,0,background,fgs,
S,1758109620000,1758109608180,53.8,updates,67,0,0,background,fgs,
S,1758110220000,1758110205481,25.4,updates,67,0,0,background,fgs,
E,1758110820000,,,,,,,,,mode_changed:wm
S,1758110820000,1758110805945,55.1,current,66,0,0,background,wm,
S,1758111780000,1758111779069,40.1,current,65,0,0,background,wm,
S,1758112740000,1758112737809,42.4,current,65,0,0,background,wm,
S,1758113700000,1758113691426,56.7,current,64,0,0,background,wm,
S,1758114600000,1758114590091,41.2,current,63,0,0,background,wm,
S,1758115500000,1758115493077,17.3,current,62,0,0,background,wm,
S,1758116400000,1758116395981,34.5,current,61,0,0,background,wm,
S,1758117300000,1758117296765,18.3,current,61,0,0,background,wm,
S,1758118260000,1758118240890,45.7,current,60,0,0,background,wm,
S,1758119160000,1758119148154,45.7,current,59,0,0,background,wm,
S,1758120060000,1758120056380,35.4,current,58,0,0,background,wm,
S,1758120960000,1758120955421,11.5,current,58,0,0,background,wm,
S,1758121860000,1758121856492,40.3,current,57,0,0,background,wm,
S,1758122760000,1758122751704,56.1,current,56,0,0,background,wm,
S,1758123720000,1758123700014,51.6,current,55,0,0,background,wm,
S,1758124620000,1758124617476,20.6,current,55,0,0,background,wm,
S,1758125580000,1758125565627,58.8,current,54,0,0,background,wm,
S,1758126480000,1758126478628,10.7,current,53,0,0,background,wm,
S,1758127380000,1758127361577,16.8,current,52,0,0,background,wm,
S,1758128280000,1758128260211,26.2,current,52,0,0,background,wm,
S,1758129180000,1758129165575,20.7,current,51,0,0,background,wm,
S,1758130080000,1758130077707,40.7,current,50,0,0,background,wm,
S,1758130980000,1758130979287,55.4,current,56,1,0,background,wm,
S,1758131880000,1758131861509,55.9,current,63,1,0,background,wm,
S,1758132780000,1758132773725,42.5,current,69,1,0,background,wm,
S,1758133680000,1758133674550,19.7,current,75,1,0,background,wm,
S,1758134640000,1758134638776,42.4,current,82,1,0,background,wm,
S,1758135600000,1758135587048,40.5,current,88,1,0,background,wm,
S,1758136500000,1758136487292,47.0,current,95,1,0,background,wm,
S,1758137460000,1758137446952,45.4,current,100,1,0,background,wm,
S,1758138360000,1758138353514,55.3,current,100,1,0,background,wm,
S,1758139320000,1758139300358,30.0,current,100,1,0,background,wm,
S,1758140220000,1758140201228,34.1,current,100,1,0,background,wm,
S,1758141120000,1758141110327,59.1,current,100,1,0,background,wm,
S,1758142020000,1758142000698,33.8,current,100,1,0,background,wm,
S,1758142920000,1758142909922,20.8,current,100,1,0,background,wm,
S,1758143880000,1758143871105,5.5,current,100,1,0,background,wm,
S,1758144780000,1758144769840,26.7,current,100,1,1,background,wm,
S,1758145680000,1758145670477,6.8,current,100,1,0,background,wm,
S,1758146580000,1758146577265,46.8,current,100,1,0,background,wm,
S,1758147540000,1758147528143,13.8,current,100,1,0,background,wm,
S,1758148440000,1758148430102,9.6,current,100,1,0,background,wm,
S,1758149340000,1758149328328,48.9,current,100,1,0,background,wm,
S,1758150240000,1758150225620,16.4,current,100,1,0,background,wm,
S,1758151140000,1758151125660,302.1,current,100,1,0,background,wm,
S,1758152040000,1758152038860,11.3,current,100,1,0,background,wm,
S,1758152940000,1758152930319,18.2,current,100,1,0,background,wm,
E,1758153720000,,,,,,,,,export_tapped
